"geneNames.as.numeric.rownames.res1..1.l1...","res1.adj.P.Val.1.l1."
"Celera Transcript hCT2345146,Celera Transcript hCT2345145,Celera Transcript hCT2257057.1,Celera Transcript hCT2359258,Celera Transcript hCT2359255,Celera Transcript hCT2359256",6.35006716268495e-32
"Celera Transcript hCT2266007,Celera Transcript hCT13483.3",6.35972611801971e-32
"CLDN11",6.36311445460933e-32
"HIGD1A",6.36396705672597e-32
"Celera Transcript hCT2271534",6.43400204233547e-32
"AGGF1",6.46032739610208e-32
"SLC25A25",6.46430345056541e-32
"GATB",6.56462300292605e-32
"NUP98",6.57754644094569e-32
"ZBED4",6.61468426300071e-32
"Celera Transcript hCT30691.3",6.62416304382561e-32
"SLC50A1",6.65288449762953e-32
"SGK3",6.67395342364255e-32
"CDK2",6.68475770980806e-32
"BCL11B",6.73005562979106e-32
"DAB2IP",6.74536655901303e-32
"SEMA4B",6.81271339717993e-32
"UBXN4",6.83299044778043e-32
"ARHGEF1",6.86206655155467e-32
"RAD51C",6.87150085246657e-32
"Celera Transcript hCT2347304",6.88583560020993e-32
"IMMP2L",6.94712901920229e-32
"DFFB",6.95283879668568e-32
"Celera Transcript hCT1646905.4,Celera Transcript hCT2306419.2",6.95539288940024e-32
"LAPTM5",6.98385331362094e-32
"PKN2",6.99138146102761e-32
"Celera Transcript hCT2278422.1",7.07366630222604e-32
"Celera Transcript hCT2345426.1",7.14395879065114e-32
"ETHE1",7.14761534867882e-32
"PDE4A",7.15265971566882e-32
"EPS8L1",7.18262538911715e-32
"Celera Transcript hCT1776498.2",7.37092370655201e-32
"Celera Transcript hCT2289720",7.43444672308858e-32
"CAMK1D",7.44569768899513e-32
"KANK2",7.44675414429245e-32
"Celera Transcript hCT1657462.3",7.50146846216507e-32
"Celera Transcript hCT2287038",7.51645898406962e-32
"NSUN3",7.59187040536003e-32
"CCNYL1",7.60471951251944e-32
"PUS7",7.61212506476676e-32
"PNPLA1",7.6374999201788e-32
"Celera Transcript hCT1642189.1",7.68177096514951e-32
"Celera Transcript hCT14270.4,Celera Transcript hCT2344943",7.68671859938227e-32
"NAV3",7.75028121833305e-32
"CRADD",7.76034174194183e-32
"MOSPD1",7.77621148184231e-32
"SH3BGR",7.80526612129397e-32
"GCN1",7.80559855592523e-32
"Celera Transcript hCT1642621.3,Celera Transcript hCT2281035,Celera Transcript hCT2281033",7.82252766995376e-32
"Celera Transcript hCT1954345.1",7.91130394315112e-32
"NAA16",7.91850920004465e-32
"PATE1",3.95915113459806e-32
"Celera Transcript hCT1640063.3",7.9987430702071e-32
"HSD17B8",8.10618902316274e-32
"RASGEF1C",8.17376774741536e-32
"Celera Transcript hCT2346748",8.24910168043339e-32
"SNX14",8.25458587799477e-32
"Celera Transcript hCT2281815,Celera Transcript hCT2281816",8.32164048154038e-32
"PLEKHB2",8.38015567864394e-32
"--obsolete",8.42271685738522e-32
"ABHD14B",8.4286500434467e-32
"EXOSC2",8.4286500434467e-32
"SLC44A1",8.47231454032881e-32
"Celera Transcript hCT1952835.2,Celera Transcript hCT1640625.3",8.47827357721273e-32
"ZNF513",8.49525788341172e-32
"NUF2",8.57881852788871e-32
"PRKX",8.65254777751126e-32
"Celera Transcript hCT2283342",8.69894018649228e-32
"NCOA3",8.7045941440801e-32
"SLC9A6",8.74329287895624e-32
"EPHB4",4.35065847483228e-32
"Celera Transcript hCT1816786.2",8.79158172560676e-32
"ANKH",8.79326874157891e-32
"Celera Transcript hCT1826236.2,Celera Transcript hCT2316858,Celera Transcript hCT8254.3,Celera Transcript hCT2316862",8.81478667233529e-32
"Celera Transcript hCT2358868,Celera Transcript hCT8579.3",8.81880023242625e-32
"TCFL5",8.84247909045342e-32
"CDH5",8.93830024595408e-32
"RMI2",8.99208431481918e-32
"KCTD9",9.0585806148768e-32
"LILRB2",9.22048333785959e-32
"TOMM34",9.28499714680626e-32
"DCBLD1",9.28628210193346e-32
"CASP9",9.29496570597284e-32
"HIST4H4",4.63134610058049e-32
"SP3",9.43943882565596e-32
"Celera Transcript hCT1640188.1",9.47314286424777e-32
"PSPH",9.56998774989572e-32
"SECISBP2",9.63364141517641e-32
"P4HA1",9.80903213021488e-32
"FASTKD1",9.83204712401897e-32
"NFRKB",9.86968987711968e-32
"138595",9.87186662782832e-32
"SORD",9.96715086430207e-32
"ACADM",1.00665804902578e-31
"TMC4",1.00913098462257e-31
"BLVRA",1.01327394295947e-31
"GPRC5A",1.01495654942828e-31
"Celera Transcript hCT22849.1",1.01609712725222e-31
"HKR1",1.01615101156004e-31
"ANKRD11",1.01803998825369e-31
"Celera Transcript hCT31071.3,Celera Transcript hCT2286250",1.02348634497256e-31
"KIAA1143",1.03065783317224e-31
"RPS6KC1",1.03648843444212e-31
"Celera Transcript hCT1641284.3",1.04007232954752e-31
"SHCBP1",1.04314834867194e-31
"XPO4",1.05007796833738e-31
"Celera hCG1989987",1.05161091148963e-31
"DHODH",1.05533581938897e-31
"KMT5A",1.05958839930683e-31
"TTC39B",1.06160475753854e-31
"PLSCR3",1.06702532345756e-31
"PUS7L",1.07355170072161e-31
"KBTBD7",1.07809427655352e-31
"PARP14",1.07887506025687e-31
"ANKRD2",1.08275148138763e-31
"Celera Transcript hCT2281467,Celera Transcript hCT2281466",1.08422717561564e-31
"PDPN",1.0870238589064e-31
"CPVL",1.08829603878367e-31
"KMT5B",1.09137658415548e-31
"Celera Transcript hCT1653194.2",1.0917518968849e-31
"TTK",1.09233172852248e-31
"MTA1",1.09261270789877e-31
"FASTK",1.10347175005635e-31
"TRIM31",1.10859102746588e-31
"ZNF117",1.11321180492673e-31
"TEX30",1.11511503834338e-31
"PML",1.11898548933765e-31
"DAGLB",1.12000035194206e-31
"DVL2",1.12020838207143e-31
"ZNF429",1.12445418896568e-31
"Celera Transcript hCT1960230.1",1.13125944353973e-31
"Celera Transcript hCT2348746",1.13206022728834e-31
"Celera Transcript hCT16779.4",1.13242615385137e-31
"FARP2",1.14105026821441e-31
"LMF2",1.14553762297064e-31
"141482",1.15306074401635e-31
"STEAP3",1.15591158800461e-31
"ZSCAN31",1.15617489058477e-31
"SEH1L",1.15762150299254e-31
"Celera Transcript hCT1957558.2,Celera Transcript hCT2309321.1",1.16585712995374e-31
"KIAA0907",1.1660309560797e-31
"BBS12",1.17344910850335e-31
"Celera Transcript hCT2343240",1.17382461361547e-31
"SLC9A3",1.17411596146856e-31
"Celera Transcript hCT2347170",1.1742037228623e-31
"CAD",1.17961985681806e-31
"MED24",1.18146604678286e-31
"HS2ST1",1.18906316023282e-31
"MED12",1.19987478852993e-31
"THG1L",1.20417454347362e-31
"FAM83E",1.20492723838309e-31
"ALDH16A1",1.21700413439799e-31
"--obsolete",1.22066404655888e-31
"KRTAP6-3",1.22227398646679e-31
"DOCK11",1.22615444736078e-31
"Celera hCG2044158",1.23873685664741e-31
"Celera Transcript hCT2332227",1.24110622065338e-31
"Celera Transcript hCT2251165.1",1.24228940016296e-31
"EMC9",1.24427923591052e-31
"Celera Transcript hCT2331189",1.24863944673237e-31
"Celera hCG2021061",1.24998326026616e-31
"SZT2",1.26971386287703e-31
"CRBN",1.27087329855882e-31
"RANGAP1",1.27744437363518e-31
"BCAR3",1.28001091335549e-31
"Celera Transcript hCT2289496",1.2800689891927e-31
"Celera Transcript hCT1640454.4",1.29314534975088e-31
"KLHDC8B",1.29539363588342e-31
"Celera hCG1640727.2",1.29539363588342e-31
"SORT1",1.30020684589394e-31
"Celera Transcript hCT2347382",1.3199105804674e-31
"Celera Transcript hCT13305.3",1.32616596762477e-31
"LYRM1",1.34162842013296e-31
"Celera Transcript hCT1643325.4",1.34197561168403e-31
"Celera Transcript hCT2342968",1.34573007531901e-31
"Celera Transcript hCT1651993.4",1.34854498251112e-31
"Celera Transcript hCT2268076",1.35063729147172e-31
"PDXK",1.35455667255258e-31
"Celera Transcript hCT2259753.1",7.60164041669814e-32
"SLC35A3",1.36413766005216e-31
"Celera Transcript hCT2305712",1.3736164910362e-31
"DMAP1",1.37818143600029e-31
"CDK18",1.37874457453068e-31
"Celera Transcript hCT1955487.1",1.38165359657881e-31
"TYROBP",1.3892602569133e-31
"MRGBP",1.4009068319443e-31
"Celera Transcript hCT2359370,Celera Transcript hCT19026.3,Celera Transcript hCT2340541,Celera Transcript hCT2340540",1.40484699592837e-31
"NUAK2",1.41058682643137e-31
"Celera Transcript hCT8488.3",1.41452366090283e-31
"TCOF1",1.41911553175502e-31
"SPATS2",1.42081592969935e-31
"WDR54",1.42739246826364e-31
"TP53RK",1.43167395737184e-31
"Celera Transcript hCT7359.3",1.44022243291437e-31
"GSTM2",1.46112688102825e-31
"PIGP",1.46186951653118e-31
"GPR25",1.47298555187145e-31
"OXSM",1.47465380511215e-31
"PPARD",1.504663510679e-31
"IREB2",1.50573735426016e-31
"PMS2",8.4286500434467e-32
"CDKN2D",1.5171338704871e-31
"TMPO",1.51831292341247e-31
"Celera Transcript hCT1828454.1",1.51835640692034e-31
"UPF1",1.53426444225795e-31
"SENP5",1.53900315963864e-31
"EPHB2",7.86471914165792e-32
"Celera Transcript hCT2263967",1.55437671111871e-31
"Celera Transcript hCT1641769.1",1.55664258002975e-31
"Celera Transcript hCT7955.2,Celera Transcript hCT2267634",1.57912012284343e-31
"NFE2L3",1.59108570843945e-31
"ARHGAP32",1.6003472219711e-31
"DDIT3",1.60653644196991e-31
"Celera Transcript hCT31161.2",1.61413874535398e-31
"SLC26A6",1.62020731051849e-31
"BIRC5",1.63618578866292e-31
"Celera Transcript hCT1959746.1",1.63805475739912e-31
"CFAP36",1.67242852790082e-31
"SIT1",1.67772202288696e-31
"ALG10",1.68001541235961e-31
"Celera Transcript hCT27996.3",1.68879037945083e-31
"OSBPL3",1.69178523523625e-31
"ALKBH6",1.69938794348175e-31
"Celera Transcript hCT12655.4",1.70095662234008e-31
"SCRN2",1.70291855702518e-31
"CDC42EP1",1.71472357065624e-31
"CCNL1",1.73659339693435e-31
"Celera Transcript hCT1818800.1",1.75114536106213e-31
"TMEM2",1.76465291886717e-31
"AGAP4",1.77242411780855e-31
"CHAF1B",1.77335158516377e-31
"ZC3H18",1.77493112835686e-31
"Celera Transcript hCT1950241.1,Celera Transcript hCT401275.2",1.78311262717066e-31
"AP1S2",9.12248881798731e-32
"OGFRL1",1.78627042612463e-31
"Celera hCG43833.3",1.80117981303101e-31
"Celera Transcript hCT2292064",1.80244860964142e-31
"RUNDC1",1.81379160483615e-31
"TTC7A",1.82530499573328e-31
"HS3ST1",1.83106492774246e-31
"SH3RF2",1.83486392261705e-31
"NRG2",1.83680533643858e-31
"FAM173B",1.8570420235724e-31
"ANGPT2",1.86727925338313e-31
"Celera Transcript hCT2270011,Celera Transcript hCT2270009,Celera Transcript hCT2356919,Celera Transcript hCT2270012,Celera Transcript hCT2270013,Celera Transcript hCT2270007",1.06160475753854e-31
"Celera Transcript hCT2309871",1.87183638829663e-31
"GATA6",1.88192467400745e-31
"CTF1",1.88467898950852e-31
"XKR6",1.88486481748839e-31
"Celera Transcript hCT6943.3,Celera Transcript hCT2336078,Celera Transcript hCT2336077",1.88957764214677e-31
"ZNF20",1.04984124586394e-31
"EFL1",1.90452529783968e-31
"TMEM260",1.91421259943552e-31
"Celera Transcript hCT2342560",1.91562798629329e-31
"FIGNL1",1.91578869406503e-31
"Celera Transcript hCT2346827",1.91691802202144e-31
"MPC1",1.93259620920262e-31
"GPR6",1.95459105002274e-31
"--obsolete",1.97284491331109e-31
"Celera Transcript hCT2289819",1.9796672331939e-31
"THOC1",1.98854909455745e-31
"Celera Transcript hCT2350391",1.98858044954442e-31
"DUSP16",1.99729895118536e-31
"CAMKMT",2.00575397999467e-31
"--obsolete",2.00958296129734e-31
"FBXO44",2.02333506750566e-31
"201611",2.02547351054262e-31
"Celera Transcript hCT1782325.2",2.03164522303442e-31
"Celera Transcript hCT2319462.1,Celera Transcript hCT2351812",2.04511863292473e-31
"Celera Transcript hCT19406.2",2.05752499040604e-31
"DHX57",2.05858957693967e-31
"146428",2.07697753378588e-31
"GPATCH8",2.08903409081546e-31
"TMEM151A",2.09740919494474e-31
"BHLHE40",2.09956885512958e-31
"RABEP2",2.10935444893259e-31
"NCAPG2",2.11573343082637e-31
"Celera Transcript hCT1952046.1,Celera Transcript hCT1952045.1",2.13645661097781e-31
"WTAP",2.16721387007621e-31
"UPP1",2.17102943696335e-31
"UBE2W",2.18008221533198e-31
"Celera Transcript hCT1645669.2",2.18360607498646e-31
"ZFYVE19",2.18704424588476e-31
"CARD16",2.18752401750655e-31
"RAB23",2.18933178528693e-31
"Celera Transcript hCT1844683.2",2.20087043507496e-31
"ARFGEF1",1.14155541476908e-31
"AAMDC",2.24182788129046e-31
"PHKA1",2.24389079883129e-31
"GNS",2.24744614332043e-31
"Celera Transcript hCT2346264",2.25599287580814e-31
"171388",1.16493277427303e-31
"Celera Transcript hCT1644262.3",2.28763639122738e-31
"Celera hCG2036738",2.28784894637062e-31
"PRSS3",2.28800883532024e-31
"P4HA3",2.31450063563677e-31
"MICAL1",2.31641419325241e-31
"UBALD1",2.34556951326898e-31
"TGFB1",2.35386414722703e-31
"CDC42EP3",2.35957047479882e-31
"JMJD6",2.36726502741036e-31
"Celera Transcript hCT2250249.1",2.36784795752918e-31
"149902",2.36990407647458e-31
"CERS6",2.37179977214811e-31
"GSPT2",2.37400936305702e-31
"APP",2.37983491621306e-31
"SOWAHC",2.3940091212885e-31
"TIRAP",2.3940091212885e-31
"MDK",2.39670547229224e-31
"CCDC121",2.39672322462909e-31
"Celera Transcript hCT2297247.1",2.39713436284308e-31
"CNOT10",2.40521123540402e-31
"PLS1",2.41313298725817e-31
"FAM155B",2.4317491366115e-31
"SPI1",2.43468263792947e-31
"RAI14",2.437378465707e-31
"HCLS1",2.45235574853896e-31
"PTPRE",2.46897673331761e-31
"NAPG",2.48470016881808e-31
"Celera Transcript hCT2276578",2.48616405545378e-31
"189717",2.48845665914686e-31
"PROSC",2.50029322935047e-31
"PCDH1",2.50036413003848e-31
"Celera Transcript hCT2345913",2.51620989738235e-31
"ZWILCH",2.52767125401202e-31
"PHYH",2.53082265233115e-31
"FLYWCH2",2.55708415476816e-31
"PLPP1",2.56034009073037e-31
"LAPTM4B",2.58187173385329e-31
"WIPI1",2.58625267307704e-31
"Celera hCG1640926.3",2.58630066267098e-31
"--obsolete",2.58879563720598e-31
"MAP4K1",2.58973863301656e-31
"SLC29A3",2.5908905078636e-31
"PLEKHA7",2.63794130354085e-31
"Celera Transcript hCT2332422",2.66365984727484e-31
"LZTFL1",2.66365984727484e-31
"C12orf57",2.66975278955782e-31
"Celera hCG1995474",2.67187492065204e-31
"Celera hCG2044797",2.68724097763733e-31
"DIRC2",2.68830594281733e-31
"CTSL",2.71752844731276e-31
"Celera Transcript hCT14560.3",2.71921303514309e-31
"PGF",2.73028242504942e-31
"FAM120B",2.73268446839486e-31
"DDR1",2.73755408718199e-31
"Celera Transcript hCT2271307",2.78782039317297e-31
"RNPC3",2.80835987885992e-31
"TBCK",2.81067597692273e-31
"Celera Transcript hCT1784174.1",2.84852743452931e-31
"PSMD12",2.85702279627473e-31
"WWC3",2.9118106909958e-31
"KAT14",2.91694052447678e-31
"RELB",2.93044054501748e-31
"TBC1D2",2.93242098214744e-31
"ACSS1",2.93532696579751e-31
"CCNF",2.94728377000715e-31
"150479",2.99927984593625e-31
"SELM",3.00426174985419e-31
"LXN",3.02692137107937e-31
"UBE2C",3.02913276775852e-31
"MXRA8",3.02980500896462e-31
"MTOR",3.0461165387174e-31
"Celera Transcript hCT2309077,Celera Transcript hCT1963790.1",3.05375336210865e-31
"LRP5",3.06626047855759e-31
"CACUL1",3.07654150133175e-31
"Celera Transcript hCT1780643.2",3.08069503808019e-31
"RBM19",3.09366928424682e-31
"FAM172A",3.12134385736281e-31
"RNF41",3.12422965475744e-31
"RWDD3",3.12762184856669e-31
"YBX2",3.12777063632232e-31
"MAFG",3.1347079241688e-31
"HNRNPA0",3.14021870251263e-31
"CHPT1",3.14233404875835e-31
"CNOT8",3.15123092924976e-31
"BDH1",3.15296512741618e-31
"EXTL2",3.16158234010639e-31
"GTF2H2",3.22625200558129e-31
"SEPT11",3.22780799901858e-31
"PMP22",3.28748136709299e-31
"Celera Transcript hCT1960491.1",3.28754378276957e-31
"KRTAP10-12",3.2997593693686e-31
"Celera Transcript hCT1645473.1",3.32460288658253e-31
"METTL7B",3.32662093168838e-31
"MRPS21",3.33993360015268e-31
"Celera Transcript hCT1639964.1",3.34193647045251e-31
"VPS13A",3.36458610756901e-31
"MORC3",3.37293472958867e-31
"RBM48",3.37455852336652e-31
"SRGN",3.38375433948234e-31
"Celera Transcript hCT1643039.3",3.40300936363172e-31
"UROC1",3.40831731684556e-31
"STX6",3.43606801008117e-31
"Celera Transcript hCT2261878",3.43739696202516e-31
"ELSPBP1",3.47141399806977e-31
"SPTBN1",3.50255549416973e-31
"CCDC92",3.51238384627941e-31
"427179",3.51296602872076e-31
"RAB11B",3.52675623505746e-31
"FOXRED1",3.54707758775032e-31
"GPR180",3.55264538851951e-31
"RFX5",3.55291417985065e-31
"KEL",3.55891243070914e-31
"--obsolete",3.57302734652962e-31
"RRP7A",3.57765718356856e-31
"LDAH",3.59368402835728e-31
"VPS37C",3.59669608831637e-31
"MYO9A",3.60600617200843e-31
"Celera Transcript hCT2345787",3.61493804021263e-31
"DCAF11",3.62632061317005e-31
"MCM4",3.66634340013182e-31
"PPP1R16A",3.6755658411734e-31
"117162",3.69333743173858e-31
"Celera Transcript hCT6579.1",3.69333743173858e-31
"CEP192",3.720569525588e-31
"Celera Transcript hCT31525.3",3.77883696076167e-31
"KCTD14",3.79493583771748e-31
"GINS2",3.81152139021631e-31
"Celera Transcript hCT1972704.1,Celera Transcript hCT1972706.2,Celera Transcript hCT1972705.2,Celera Transcript hCT2353082",3.84623191610693e-31
"SEPT4",2.2455870407086e-31
"--obsolete",3.89568852544192e-31
"Celera Transcript hCT2345235,Celera Transcript hCT2345234",3.9149100792583e-31
"AQP12A",3.93534289489626e-31
"SUPT3H",3.97227040146948e-31
"MAP2K3",3.97305374895817e-31
"EARS2",3.97384326737439e-31
"LBHD1",3.98170538739713e-31
"VGLL4",3.98409749081502e-31
"Celera Transcript hCT1960502.1",4.00485400667121e-31
"POLR2M",4.03468715999639e-31
"FAM212B",2.14606590650579e-31
"SMYD5",4.06465041806034e-31
"TMEM176B",4.06707403970848e-31
"C16orf70",4.10798411009035e-31
"Celera Transcript hCT1954774.1,Celera Transcript hCT2359309,Celera Transcript hCT1642582.2,Celera Transcript hCT2359308",4.11543427850154e-31
"Celera Transcript hCT2347744",4.12669244258809e-31
"Celera Transcript hCT2299952,Celera Transcript hCT2299951,Celera Transcript hCT2299949",4.12778494099006e-31
"FNBP4",4.13873139029677e-31
"HIST1H3A",4.19453246624753e-31
"Celera Transcript hCT2346815",4.21711667610244e-31
"HLA-F",4.2335516622847e-31
"DEPTOR",4.23553177973051e-31
"LTBP3",4.29646040192415e-31
"BMI1",4.30819911670583e-31
"Celera Transcript hCT2284487.1",4.3517672179181e-31
"Celera Transcript hCT2253138,Celera Transcript hCT2253137",4.39008906785461e-31
"LHPP",4.41406514136275e-31
"Celera Transcript hCT2347495",4.47207799418866e-31
"ZNF600",4.47702034142538e-31
"FUT1",4.51818448227976e-31
"E2F4",4.52884065822242e-31
"LINC01518",4.5380034063511e-31
"PRRC2A",4.54913864765783e-31
"ZFHX3",4.56031946382599e-31
"TNK2",4.57236225999519e-31
"Celera Transcript hCT1960199.2",4.58794498073387e-31
"GK",4.60690480634959e-31
"BLMH",4.61122672584888e-31
"Celera Transcript hCT1838297",4.61377602865811e-31
"PIM2",4.61382026499555e-31
"PATZ1",4.6371840268123e-31
"PINK1",4.64769119877849e-31
"SOX4",4.68976219013229e-31
"CCND1",4.70812617510497e-31
"TIMM8A",4.71636300750887e-31
"SUPT4H1",4.72924646359308e-31
"TMEM237",4.73311408447596e-31
"Celera Transcript hCT2336764",4.73739066604634e-31
"FHL5",4.74006476978747e-31
"Celera Transcript hCT2256732.1",4.75957181123294e-31
"Celera Transcript hCT2345573",4.75994983696173e-31
"Celera Transcript hCT2349291",4.76312084598817e-31
"C5orf30",4.78783560968436e-31
"RCBTB1",4.7904850173451e-31
"ALDH6A1",4.79380497710157e-31
"Celera Transcript hCT2345392",4.84305572772157e-31
"Celera Transcript hCT1952666.1,Celera Transcript hCT19381.2",4.85813481866937e-31
"GBP2",4.86366609135703e-31
"MYO1F",4.89498158070535e-31
"ACVR2A",4.91355623409363e-31
"Celera Transcript hCT1643298.4",4.94019361498737e-31
"Celera Transcript hCT2345861.1",4.94204682905567e-31
"C16orf72",4.98840492712197e-31
"Celera Transcript hCT1971407,Celera Transcript hCT2270507",4.99693415167322e-31
"RPS7",5.03495042607602e-31
"NMB",5.05078640572586e-31
"WSB1",5.0562149470928e-31
"CXXC5",5.06452986194418e-31
"ZNF766",5.06665260824667e-31
"Celera Transcript hCT1641706.3",5.07140352905032e-31
"GSTP1",5.08341616832798e-31
"C12orf4",5.10446663488457e-31
"Celera Transcript hCT1640070.3",5.12153446311834e-31
"SMUG1",5.13153593266056e-31
"AKAP9",5.13715899382454e-31
"FAM86C1",5.15309393318647e-31
"Celera Transcript hCT2347421",5.15767808308587e-31
"FAM109B",5.17043806633269e-31
"SMC1A",5.21199500817239e-31
"PPIC",5.22073627026767e-31
"CTSS",5.23973192649393e-31
"HS6ST2",5.25363686083045e-31
"Celera Transcript hCT2297348",5.30438807637858e-31
"ZNF124",5.31163066240828e-31
"Celera Transcript hCT2295102",5.3310843248161e-31
"DUSP3",5.33119687711424e-31
"Celera Transcript hCT2294835",5.35589653329059e-31
"CAPN12",5.38215444725748e-31
"--obsolete",5.41003476687051e-31
"RNMT",5.42206980238841e-31
"Celera Transcript hCT1971395.1",5.45295547234096e-31
"TMEM132A",2.92861058406882e-31
"MGAT4B",5.4711638968823e-31
"GIT2",5.50152151119017e-31
"PLAGL2",5.51088161379743e-31
"TMPRSS4",5.52085636198367e-31
"Celera Transcript hCT2333219.2,Celera Transcript hCT2348644.1",5.53052778375274e-31
"HIST1H4B",5.53367117279831e-31
"UNC93B1",5.57881573869712e-31
"Celera Transcript hCT1814979.1,Celera Transcript hCT2317535",5.62250428772944e-31
"Celera Transcript hCT1640676.3",5.63799657864798e-31
"Celera Transcript hCT33115.3",5.67431943340609e-31
"Celera Transcript hCT14342.3",5.72096281202539e-31
"SNX10",5.72945779009593e-31
"RCL1",5.7350077233691e-31
"ASB16",5.74326226106926e-31
"TUSC1",5.75879033814707e-31
"Celera Transcript hCT1654559",5.76093651556425e-31
"Celera Transcript hCT1640718.2",5.76551431696898e-31
"CTXN1",5.76955361625799e-31
"PKP2",5.83574110955233e-31
"BTG2",5.83574110955233e-31
"Celera Transcript hCT2331888.2,Celera Transcript hCT2331889.2,Celera Transcript hCT2341428.1",5.84198823701954e-31
